2.0,Northward Ocean Salt Transport due to Overturning ,kg s-1,"function of Y, basin",,sltovovrt,northward_ocean_salt_transport_due_to_overturning,,kg s-1,time: mean longitude: mean,,,,,,real,latitude basin time,sltovovrt,ocean,,,,
In CMOR Table Omon: WGOMD Table 2.4,,,,,,,,,,,,,,,,,,,,,,
"sea water transport through (or associated with) the following straits, openings, channels, passages, etc.:  barents_opening, bering_strait, canadian_archipelago, denmark_strait, drake_passage, english_channel, pacific_equatorial_undercurrent, faroe_scotland_channel, florida_bahamas_strait, fram_strait, iceland_faroe_channel, indonesian_thoughflow, mozambique_channel, taiwan_luzon_straits, and windward_passage.  For definitions see WGOMD document referenced above.  All transports will be stored in a single variable with a dimension that covers the set of regions listed here.",,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2.0,Sea Water Transport,kg s-1,,,mfo,,sea_water_transport_across_line,kg s-1,time: mean,,,,,,real,oline time,mfo,ocean,,,,
In CMOR Table Omon: WGOMD Table 2.5,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2.0,Rainfall Flux where Ice Free Ocean over Sea,kg m-2 s-1,compute as the total mass of liquid water falling as liquid rain  into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.,,pr,rainfall_flux,,kg m-2 s-1,time: mean area: mean where ice_free_sea over sea,,,,,,real,longitude latitude time,pr,ocean,,area: areacello,,
2.0,Snowfall Flux where Ice Free Ocean over Sea,kg m-2 s-1,compute as the total mass of ice directly falling as snow into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.,,prsn,snowfall_flux,,kg m-2 s-1,time: mean area: mean where ice_free_sea over sea,,,,,,real,longitude latitude time,prsn,ocean,,area: areacello,,
2.0,Water Evaporation Flux Where Ice Free Ocean over Sea,kg m-2 s-1,compute as the total mass of water vapor evaporating from the ice-free portion of the ocean  divided by the area of the ocean portion of the grid cell.,,evs,water_evaporation_flux,,kg m-2 s-1,time: mean area: mean where ice_free_sea over sea,,,,,,real,longitude latitude time,evs,ocean,,area: areacello,,
2.0,Water Flux into Sea Water From Rivers ,kg m-2 s-1,compute as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.,,friver,water_flux_into_sea_water_from_rivers,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,friver,ocean,,area: areacello,,
2.0,Water Flux into Sea Water From Icebergs ,kg m-2 s-1,compute as the iceberg melt water  flux into the ocean divided by the area of the ocean portion of the grid cell.,,ficeberg,water_flux_into_sea_water_from_icebergs,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude olevel time,ficeberg,ocean,,area: areacello volume: volcello,,
1.0,Water Flux into Sea Water due to Sea Ice Thermodynamics ,kg m-2 s-1,compute as the sea ice thermodynamic water flux into the ocean divided by the area of the ocean portion of the grid cell.,The priority set by the WGOMD was 2 for this field.  The sea-ice folks requested that the priority be raised to 1.,fsitherm,water_flux_into_sea_water_due_to_sea_ice_thermodynamics,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fsitherm,ocean seaIce,,area: areacello,,
2.0,Water Flux into Sea Water ,kg m-2 s-1,compute as the water  flux into the ocean divided by the area of the ocean portion of the grid cell.  This is the sum of the next two variables in this table.,,wfo,water_flux_into_sea_water,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,wfo,ocean,,area: areacello,,
2.0,Water Flux into Sea Water Without Flux Correction ,kg m-2 s-1,compute as the water  flux (without flux correction) into the ocean divided by the area of the ocean portion of the grid cell.  This is the sum of the first 6 variables in this table?,,wfonocorr,water_flux_into_sea_water_without_flux_correction,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,wfonocorr,ocean,,area: areacello,,
2.0,Water Flux Correction ,kg m-2 s-1,"If this does not vary from one year to the next, report only a single year.  Positive flux implies correction adds water to ocean.",,wfcorr ,water_flux_correction,,kg m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time,wfcorr ,ocean,,area: areacello,,
In CMOR Table Omon: WGOMD Table 2.6,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2.0,Virtual Salt Flux into Sea Water due to Rainfall ,kg m-2 s-1,,,vsfpr,virtual_salt_flux_into_sea_water_due_to_rainfall,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsfpr,ocean,,area: areacello,,
2.0,Virtual Salt Flux into Sea Water due to Evaporation ,kg m-2 s-1,,,vsfevap,virtual_salt_flux_into_sea_water_due_to_evaporation,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsfevap,ocean,,area: areacello,,
2.0,Virtual Salt Flux into Sea Water From Rivers ,kg m-2 s-1,,,vsfriver,virtual_salt_flux_into_sea_water_from_rivers,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsfriver,ocean,,area: areacello,,
1.0,Virtual Salt Flux into Sea Water due to Sea Ice Thermodynamics ,kg m-2 s-1,This variable measures the virtual salt flux into sea water due to the melting of sea ice. It is set to zero in models which receive a real water flux.,The priority set by the WGOMD was 2 for this field.  The sea-ice folks requested that the priority be raised to 1.,vsfsit,virtual_salt_flux_into_sea_water_due_to_sea_ice_thermodynamics,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsfsit,ocean seaIce,,area: areacello,,
2.0,Virtual Salt Flux into Sea Water ,kg m-2 s-1,"If this does not vary from one year to the next, report only a single year.  Positive flux implies correction increases salinity of water.  This includes all virtual salt flux, including that due to a salt flux correction.",,vsf,virtual_salt_flux_into_sea_water,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsf,ocean,,area: areacello,,
2.0,Virtual Salt Flux Correction ,kg m-2 s-1,,,vsfcorr ,virtual_salt_flux_correction,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsfcorr ,ocean,,area: areacello,,
1.0,Downward Sea Ice Basal Salt Flux,kg m-2 s-1,"This field is physical, and it arises since sea ice has a nonzero salt content, so it exchanges salt with the liquid ocean upon melting and freezing.",The priority set by the WGOMD was 2 for this field.  The sea-ice folks requested that the priority be raised to 1. ,sfdsi,downward_sea_ice_basal_salt_flux,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,sfdsi,ocean seaIce,,area: areacello,,
2.0,Salt Flux into Sea Water from Rivers ,kg m-2 s-1,,,sfriver,salt_flux_into_sea_water_from_rivers,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,sfriver,ocean,,area: areacello,,
In CMOR Table Omon: WGOMD Table 2.7,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2.0,Upward Geothermal Heat Flux at Sea Floor ,W m-2,,,hfgeou,upward_geothermal_heat_flux_at_sea_floor,,W m-2,time: mean area: whre sea,,,,,up,real,longitude latitude time,hfgeou,ocean,,area: areacello,,
2.0,Temperature Flux due to Rainfall Expressed as Heat Flux into Sea Water ,W m-2,"This is defined as ""where ice_free_sea over sea""; i.e., compute the total flux (considered here) entering the ice-free portion of the grid cell divided by the area of the ocean portion of the grid cell.",,hfrainds,temperature_flux_due_to_rainfall_expressed_as_heat_flux_into_sea_water,,W m-2,time: mean area: mean where ice_free_sea over sea,,,,,down,real,longitude latitude time,hfrainds,ocean,,area: areacello,,
2.0,Temperature Flux due to Evaporation Expressed as Heat Flux Out of Sea Water ,W m-2,"This is defined as ""where ice_free_sea over sea""",,hfevapds,temperature_flux_due_to_evaporation_expressed_as_heat_flux_out_of_sea_water,,W m-2,time: mean area: mean where ice_free_sea over sea,,,,,up,real,longitude latitude time,hfevapds,ocean,,area: areacello,,
2.0,Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water ,W m-2,"In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe. ",,hfrunoffds,temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water,,W m-2,time: mean area: mean where sea,,,,,,real,longitude latitude olevel time,hfrunoffds,ocean,,area: areacello volume: volcello,,
2.0,Heat Flux into Sea Water due to Snow Thermodynamics ,W m-2,"In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe. ",,hfsnthermds,heat_flux_into_sea_water_due_to_snow_thermodynamics,,W m-2,time: mean area: mean where sea,,,,,,real,longitude latitude olevel time,hfsnthermds,ocean,,area: areacello volume: volcello,,
1.0,Heat Flux into Sea Water due to Sea Ice Thermodynamics ,W m-2,"In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe. ",The priority set by the WGOMD was 2 for this field.  The sea-ice folks requested that the priority be raised to 1.,hfsithermds,heat_flux_into_sea_water_due_to_sea_ice_thermodynamics,,W m-2,time: mean area: mean where sea,,,,,,real,longitude latitude olevel time,hfsithermds,ocean seaIce,,area: areacello volume: volcello,,
2.0,Heat Flux into Sea Water due to Iceberg Thermodynamics ,W m-2,"In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe. ",,hfibthermds,heat_flux_into_sea_water_due_to_iceberg_thermodynamics,,W m-2,time: mean area: mean where sea,,,,,,real,longitude latitude olevel time,hfibthermds,ocean,,area: areacello volume: volcello,,
2.0,Surface Net Downward Longwave Radiation,W m-2,"This is defined as ""where ice_free_sea over sea""",,rlds,surface_net_downward_longwave_flux,,W m-2,time: mean area: mean where ice_free_sea over sea,,,,,down,real,longitude latitude time,rlds,ocean,,area: areacello,,
2.0,Surface Downward Latent Heat Flux,W m-2,"This is defined as ""where ice_free_sea over sea""",,hfls,surface_downward_latent_heat_flux,,W m-2,time: mean area: mean where ice_free_sea over sea,,,,,down,real,longitude latitude time,hfls,ocean,,area: areacello,,
2.0,Surface Downward Sensible Heat Flux,W m-2,"This is defined as ""where ice_free_sea over sea""",,hfss,surface_downward_sensible_heat_flux,,W m-2,time: mean area: mean where ice_free_sea over sea,,,,,down,real,longitude latitude time,hfss,ocean,,area: areacello,,
2.0,Net Downward Shortwave Radiation at Sea Water Surface ,W m-2,"This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but includes any light that passes through the ice and is absorbed by the ocean.",,rsntds,,net_downward_shortwave_flux_at_sea_water_surface,W m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,rsntds,ocean,,area: areacello,,
2.0,Downwelling Shortwave Radiation in Sea Water ,W m-2,"In general the shortwave flux should be reported as a function of ocean depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe. ",,rsds,downwelling_shortwave_flux_in_sea_water,,W m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude olevel time,rsds,ocean,,area: areacello volume: volcello,,
2.0,Heat Flux Correction ,W m-2,"If this does not vary from one year to the next, report only a single year.  Positive indicates correction adds heat to ocean.",,hfcorr ,heat_flux_correction,,W m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,hfcorr ,ocean,,area: areacello,,
1.0,Downward Heat Flux at Sea Water Surface,W m-2,"This is the net flux of heat entering the liquid water column through its upper surface (excluding any ""flux adjustment"") .",,hfds,,downward_heat_flux_at_sea_water_surface,W m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,hfds,ocean,,area: areacello,,
In CMOR Table Omon: WGOMD Table 2.8,,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
2.0,Surface Downward X Stress ,N m-2,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",,tauuo ,surface_downward_x_stress,,N m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,tauuo ,ocean,,area: areacello,,
2.0,Surface Downward Y Stress ,N m-2,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.",,tauvo ,surface_downward_y_stress,,N m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,tauvo ,ocean,,area: areacello,,
2.0,Surface Downward X Stress Correction ,N m-2,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.  If this does not vary from one year to the next, report only a single year.",,tauucorr ,surface_downward_x_stress_correction,,N m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,tauucorr ,ocean,,area: areacello,,
2.0,Surface Downward Y Stress Correction ,N m-2,"This is the stress on the liquid ocean from overlying atmosphere, sea ice, ice shelf, etc.  If this does not vary from one year to the next, report only a single year.",,tauvcorr ,surface_downward_y_stress_correction,,N m-2,time: mean area: mean where sea,,,,,down,real,longitude latitude time,tauvcorr ,ocean,,area: areacello,,


