comment,description,egid,endy,ensz,original label,minimal model configuration,mip,nstart,ntot,starty,tier,uid,yps,experiment_id,seg-1,seg-2,seg-3,sub_experiment_id,sub_experiment,required source_type elements,additional allowed source_type elements,experiment label used in final version of GMD article,experiment title,parent_ experiment_id,parent_sub_ experiment_id,parent_activity_id,Questions/Comments/Notes,
,Time slice at 2020 (ScenarioMIP Tier 1 high forcing scenario + cirrus thinning according to G7cirrus),f19cb704-c478-11e5-868e-ac72891c3257,2020,1,G7cirrusSlice1,AGCM,GeoMIP,1,10,2020,2,f19cc7b2-c478-11e5-868e-ac72891c3257,10,G7SST1-cirrus,G7SST1,cirrus,,none,none,AGCM,CHEM AER,G7SST1-cirrus,SSTs from year 2020 of SSP5-8.5; forcings and other prescribed conditions from year 2020 of SSP5-8.5 + cirrus thinning,,,,comparison of TOA fluxes from this simulation with 10-year mean of fluxes centered around year 2020 of SSP5-8.5 yields estimate of cirrus forcing.,
,Time slice at 2100 (ScenarioMIP Tier 1 high forcing scenario + cirrus thinning according to G7cirrus),f19cb704-c478-11e5-868e-ac72891c3257,2100,1,G7cirrusSlice2,AGCM,GeoMIP,1,10,2100,2,f19ccb18-c478-11e5-868e-ac72891c3257,10,G7SST2-cirrus,G7SST2,cirrus,,none,none,AGCM,CHEM AER,G7SST2-cirrus,SSTs from year 2100 of SSP5-8.5; forcings and other prescribed conditions from year 2100 of G7cirrus,,,,"similar to above run but for the warmer climate near 2100.  If forcing is independent of climate state, then there will be no difference from the above.",
,Extended AMIP run that covers 1870-2014. All natural and anthropogenic historical forcings as used in CMIP6 Historical Simulation will be included. AGCM resolution as CMIP6 Historical Simulation. The HadISST data will be used.,f19c8838-c478-11e5-868e-ac72891c3257,2013,1,AMIP20C,AGCM,GMMIP,1,144,1870,1,f19c84e6-c478-11e5-868e-ac72891c3257,144,amip-hist,amip,hist,,none,none,AGCM,CHEM AER,,,,,,"Can this be simply named AMIP?  Same but for longer period.  In column B, start date should be changed to 1870.",
,"The topography of the highlands in Africa, N. America and S. America TP is modified by setting surface elevations to a certain height (500m).Same model as DECK.",f19c9774-c478-11e5-868e-ac72891c3257,2013,1,DHLD,AGCM,GMMIP,1,35,1979,3,f19c9f30-c478-11e5-868e-ac72891c3257,35,amip-hld,amip,hld,,none,none,AGCM,CHEM AER,,,,,,,
,The topography of the TIP is modified by setting surface elevations to 500m; to understand the combined thermal and mechanical forcing of the TIP. Same model as DECK.,f19c9774-c478-11e5-868e-ac72891c3257,2013,1,DTIP,AGCM,GMMIP,1,35,1979,3,f19c960c-c478-11e5-868e-ac72891c3257,35,amip-TIP,amip,TIP,,none,none,AGCM,CHEM AER,,,,,,,
,Surface sensible heat released at the elevation above 500m over the TIP is not allowed to heat the atmosphere.Same model as DECK.,f19c9774-c478-11e5-868e-ac72891c3257,2013,1,DtipDsh,AGCM,GMMIP,1,35,1979,3,f19c9b5c-c478-11e5-868e-ac72891c3257,35,amip-TIP-nosh,amip,TIP,nosh,none,none,AGCM,CHEM AER,,,,,,,
,"Pacemaker 20th century historical run that includes all forcing as used in CMIP6 Historical Simulation, and the observational historical SST is restored in the AMO domain (0o-70oN, 70oW-0o)",f19c8d2e-c478-11e5-868e-ac72891c3257,2013,3,HistAmo,AOGCM,GMMIP,1,432,1870,2,f19c9076-c478-11e5-868e-ac72891c3257,144,hist-resAMO,hist,resAMO,,none,none,AOGCM,CHEM AER,,,piControl,none,CMIP,"are these partially-prescribed SSTs, but partially coupled models?",
,"Pacemaker 20th century historical run that includes all forcing as used in CMIP6 Historical Simulation, and the observational historical SST is restored in the tropical lobe of the IPO domain (20oS-20oN, 175oE-75oW). The HadISST data will be used.",f19c8d2e-c478-11e5-868e-ac72891c3257,2013,3,HistIpo,AOGCM,GMMIP,1,432,1870,2,f19c8bda-c478-11e5-868e-ac72891c3257,144,hist-resIPO,hist,resIPO,,none,none,AOGCM,CHEM AER,,,piControl,none,CMIP,"are these partially-prescribed SSTs, but partially coupled models?",
,"Coupled integrations, at least one with constant 1950""s forcing (CTL) and one or more with historic and then RCP4.5 (as in Forced_Atmos_Land, EXP).",f19cdf18-c478-11e5-868e-ac72891c3257,2050,2,Coupled,AOGCM,HighResMIP,1,200,,2,f19cddc4-c478-11e5-868e-ac72891c3257,100,control-1950,control,1950,,none,none,AOGCM,CHEM AER,,coupled control with fixed 1950's forcing (HighResMIP equivalent of pre-industrial control),,,,,
,"Coupled integrations, at least one with constant 1950""s forcing (CTL) and one or more with historic and then RCP4.5 (as in Forced_Atmos_Land, EXP).",f19cdf18-c478-11e5-868e-ac72891c3257,2050,2,Coupled,AOGCM,HighResMIP,1,200,1951,2,f19cddc4-c478-11e5-868e-ac72891c3257,100,highres-future,highres,future,,none,none,AOGCM,CHEM AER,,coupled future 2015-2050 using a scenario as close to CMIP5 RCP8.5 as possible within CMIP6,hist-1950,none,CMIP,"The forcing for this run in unclear.  There is mention of multiple future scenarios in the proposal.  We need a more specific name here.  ANS.: There is now only mention of RCP8.5 - the problem we have is there is not much clarity about SSP scenarios, and timescales for their production, and the similarity with RCP8.5",
,"Coupled integrations, at least one with constant 1950""s forcing (CTL) and one or more with historic and then RCP4.5 (as in Forced_Atmos_Land, EXP).",f19cdf18-c478-11e5-868e-ac72891c3257,2050,2,Coupled,AOGCM,HighResMIP,1,200,1951,2,f19cddc4-c478-11e5-868e-ac72891c3257,100,hist-1950,hist,1950,,none,none,AOGCM,CHEM AER,,coupled historical 1950-2014,control-1950,none,HighResMIP,,
,"Forced global atmosphere-land simulations using daily 1/4 degree SST and sea-ice forcings, and aerosol concentrations (not emissions) to constrain model spread",f19cdaa4-c478-11e5-868e-ac72891c3257,2014,1,ForcedAtmosLand,AGCM,HighResMIP,1,64,1951,1,f19cd95a-c478-11e5-868e-ac72891c3257,64,highresSST-present,highresSST,present,,none,none,AGCM,CHEM AER,,forced atmosphere experiment for 1950-2014,,,,,
,Extend Forced_Atmos_land to 2050 with agreed forcings (with option to extend further to 2100),f19ce328-c478-11e5-868e-ac72891c3257,2050,1,ForcedAtmosLand2050,AGCM,HighResMIP,1,36,2015,3,f19ce1de-c478-11e5-868e-ac72891c3257,36,highresSST-future,highresSST,future,,none,none,AGCM,CHEM AER,,forced atmosphere experiment for 2015-2050 using SST/sea-ice derived from CMIP5 RCP8.5 simulations and a scenario as close to RCP8.5 as possible within CMIP6,,,,"The forcing for this run in unclear.  There is mention of multiple future scenarios in the proposal.   ANS: See above - the future SST and sea-ice has to be derived from CMIP5 simulations, so we will try to match the CMIP6 forcings (when they become available for the future) with this as well as possible,",
,"Forced global atmosphere-land simulations as highresSST-present, but using an common LAI dataset across models. ",f19cdaa4-c478-11e5-868e-ac72891c3257,2014,1,ForcedAtmosLand,AGCM,HighResMIP,1,64,1951,1,f19cd95a-c478-11e5-868e-ac72891c3257,64,highresSST-LAI,highresSST,LAI,,none,none,AGCM,CHEM AER,,common LAI dataset within the highresSST-present experiment,,,,,
,"Forced global atmosphere-land simulations as highresSST-present, but using smoothed SST to investigate impact of SST variability. ",f19cdaa4-c478-11e5-868e-ac72891c3257,2014,1,ForcedAtmosLand,AGCM,HighResMIP,1,64,1951,1,f19cd95a-c478-11e5-868e-ac72891c3257,64,highresSST-smoothed,highresSST,smoothed,,none,none,AGCM,CHEM AER,,smoothed SST version of highresSST-present,,,,,
,"Similar to CFMIP amip-p4K, add a uniform warming of 4K to highresSST-present SSTs and run the experiment parallel to years 2005-2014 of highresSST-present.",f19cdaa4-c478-11e5-868e-ac72891c3257,2014,1,ForcedAtmosLand,AGCM,HighResMIP,1,64,1951,1,f19cd95a-c478-11e5-868e-ac72891c3257,64,highresSST-p4K,highresSST,p4K,,none,none,AGCM,CHEM AER,,uniform 4K warming of highresSST-present SST,,,,,
,"Similar to CFMIP amip-4xCO2, SSTs are held at highresSST-present  values and the CO2 seen by the radiation scheme is quadrupled. Run over years 2005-2014 of highresSST-present.",f19cdaa4-c478-11e5-868e-ac72891c3257,2014,1,ForcedAtmosLand,AGCM,HighResMIP,1,64,1951,1,f19cd95a-c478-11e5-868e-ac72891c3257,64,highresSST-4co2,highresSST,4co2,,none,none,AGCM,CHEM AER,,highresSST-present SST with 4xCO2 concentrations,,,,,
,"Idealized 1%/yr CO2 increase to 4xC02 over 140yrs and kept constant at 4xCO2 for an additional 200 to 400 yrs simulation with ice sheets forced ""offline"" with DECK 1pctCO2.",f19cee68-c478-11e5-868e-ac72891c3257,As long as possible (350 or 500),1,1pctCo2forcedism,ISM,ISMIP6,1,350,From piControlforcedism,1,f19cf124-c478-11e5-868e-ac72891c3257,350,ism-1pctCO2,ism,1pctCO2,,none,none,ISM,CHEM AER,,,,,,amip run and last glacial max. run are mentioned in the proposal but  both are missing here.,
,Idealized 1%/yr CO2 increase to 4xC02 over 140yrs and kept constant at 4xCO2 for an additional 200 to 400 yrs simulation that includes interactive ice sheets.,f19cee68-c478-11e5-868e-ac72891c3257,As long as possible (350 or 500),1,1pctCo2withism,AOGCM ISM,ISMIP6,1,350,From piControlwithism,1,f19ced14-c478-11e5-868e-ac72891c3257,350,1pctCO2-withism,1pctCO2,withism,,none,none,AOGCM ISM,CHEM AER,,,piControl-withism,none,ISMIP6,"Will the same models be run with and without ISM?  If only with, then this could be called ""1pctCO2""",
,"Pre-industrial control simulation for ""offline"" ice sheets.",f19ce792-c478-11e5-868e-ac72891c3257,2300,1,piControlforcedism,ISM,ISMIP6,1,500,1850,1,f19cea58-c478-11e5-868e-ac72891c3257,451,ism-piControl,ism,piControl,,none,none,ISM,CHEM AER,,,,,,,
,Pre-industrial control simulation that includes interactive ice sheets.,f19ce792-c478-11e5-868e-ac72891c3257,2300,1,piControlwithism,AOGCM ISM,ISMIP6,1,500,1850,1,f19ce63e-c478-11e5-868e-ac72891c3257,451,piControl-withism,piControl,withism,,none,none,AOGCM ISM,CHEM AER,,,,,,"Will the same models be run with and without ISM?  If only with, then this could be called ""piControl""",
,"Future climate from standard ScenarioMIP SSP5-8.5 simulation is used to force the ice sheet ""offline"". Set up would follow the standard SSP5-8.5 experiment, and therefore may first require that an ""offline"" ice sheet Historical Simulation is performed first.",f19cf6ce-c478-11e5-868e-ac72891c3257,2300,1,Ssp585forcedism,ISM,ISMIP6,1,286,2015,2,f19cfad4-c478-11e5-868e-ac72891c3257,286,ism-ssp585,ism,ssp585,,none,none,ISM,CHEM AER,,,,,,,
,"Future climate from ScenarioMIP SSP5-8.5 simulation that includes interactive ice sheets. Set up would follow the standard SSP5-8.5 experiment, and therefore may first require that the Historical Simulation is performed first with a coupled AOGCM-ISM setting",f19cf6ce-c478-11e5-868e-ac72891c3257,2300,1,Ssp585withism,AOGCM ISM,ISMIP6,1,286,2015,2,f19cf566-c478-11e5-868e-ac72891c3257,286,ssp585-withism,ssp585,withism,,none,none,AOGCM ISM,CHEM AER,,,???,none,,"Don't you need a historical run to lead up to this run?  Will the same models be run with and without ISM?  If only with, then this could be called ""ssp585""",
,Land-hist land conditions; AMIP SSTs,f19d08ee-c478-11e5-868e-ac72891c3257,2100,5,,AGCM,LS3MIP,1,605,1980,2,f19d0ee8-c478-11e5-868e-ac72891c3257,121,amip-lfmip-pObs,amip,lfmip,pObs,none,none,AGCM,CHEM AER,amip-lfmip-pObs,prescribed land (from pseudo-observations) and AMIP SSTs,,,,,
,Prescribed land conditions 1980-2014 climate; AMIP SSTs,f19d08ee-c478-11e5-868e-ac72891c3257,2100,5,LfmipCa5,AGCM,LS3MIP,1,605,1980,2,f19d0ee8-c478-11e5-868e-ac72891c3257,121,amip-lfmip-pdLC,amip,lfmip,pdLC,none,none,AGCM,CHEM AER,amip-lfmip-pdLC,prescribed land (from current climatology) and AMIP SSTs,,,,,
,Prescribed land conditions 1980-2014 climate,f19d08ee-c478-11e5-868e-ac72891c3257,2100,1,LfmipCao1,AOGCM,LS3MIP,1,121,1980,1,f19d07a4-c478-11e5-868e-ac72891c3257,121,lfmip-pdLC,lfmip,pdLC,,none,none,AOGCM,CHEM AER,lfmip-pdLC,"prescribed land conditions (from current climate climatology) and initialized from ""historical"" run year 1980",historical,none,CMIP,,
,Prescribed land conditions 1980-2014 climate,f19d08ee-c478-11e5-868e-ac72891c3257,2100,4,LfmipCao4,AOGCM,LS3MIP,1,484,1980,2,f19d0be6-c478-11e5-868e-ac72891c3257,121,,,,,,none,AOGCM,CHEM AER,,,,,,"This is just an increase in size of ensemble, so doesn't need a different experiment name.",
,Initialized pseudo-observations land,f19d1c44-c478-11e5-868e-ac72891c3257,2014,10,LfmipHp10,AOGCM,LS3MIP,1,350,1980,2,f19d1af0-c478-11e5-868e-ac72891c3257,35,lfmip-initLC,lfmip,initLC,,none,none,AOGCM,CHEM AER,,"initialized from ""historical"" run year 1980, but with land conditions initialized from pseudo-observations",historical,none,CMIP,"Initialized in 1980?  What is parent?  How does it differ from ""historical""?",
,Prescribed land conditions 30yr running mean; AMIP SSTs,f19d08ee-c478-11e5-868e-ac72891c3257,2100,5,LfmipRa5,AGCM,LS3MIP,1,605,1980,2,f19d17ee-c478-11e5-868e-ac72891c3257,121,amip-lfmip-rmLC,amip,lfmip,rmLC,none,none,AGCM,CHEM AER,amip-lfmip-rmLC,prescribed land conditions (from running mean climatology) and AMIP SSTs,,,,which simulation are the land conditions taken from?,
,Prescribed land conditions 30yr running mean,f19d08ee-c478-11e5-868e-ac72891c3257,2100,1,LfmipRao1,AOGCM,LS3MIP,1,121,1980,1,f19d11f4-c478-11e5-868e-ac72891c3257,121,lfmip-rmLC,lfmip,rmLC,,none,none,AOGCM,CHEM AER,lfmip-rmLC,"prescribed land conditions (from running mean climatology) and initialized from ""historical"" run year 1980",historical,none,CMIP,which simulation are the land conditions taken from?,
,Prescribed land conditions 30yr running mean,f19d08ee-c478-11e5-868e-ac72891c3257,2100,4,LfmipRao4,AOGCM,LS3MIP,1,484,1980,2,f19d14ec-c478-11e5-868e-ac72891c3257,121,,,,,,none,AOGCM,CHEM AER,,,,,,"This is just an increase in size of ensemble, so doesn't need a different experiment name.",
,Land only simulations,f19d04ac-c478-11e5-868e-ac72891c3257,2100,3,LmipF,LND,LS3MIP,1,258,2015,2,f19d0358-c478-11e5-868e-ac72891c3257,86,land-future,land,future,,none,none,LND,,land-future,offline land simulations for future climate,,,,,
,Land only simulations,f19d0042-c478-11e5-868e-ac72891c3257,2014,1,LmipH,LND,"LS3MIP, LUMIP",1,165,1850,1,f19cfee4-c478-11e5-868e-ac72891c3257,165,land-hist,land,hist,,none,none,LND,,land-hist,offline land simulations for present climate,,,,This is also defined under LUMIP and has the same name.,
,Land only simulations,f19d0042-c478-11e5-868e-ac72891c3257,2014,1,LmipH (1c),LND,LS3MIP,1,165,1850,2,f19cfee4-c478-11e5-868e-ac72891c3257,165,land-hist-princeton,land,hist,princeton,none,none,LND,,land-hist-princeton,as land-hist with Princeton forcings,land-hist,none,,"isn't parent ""historical""?",
,Land only simulations,f19d0042-c478-11e5-868e-ac72891c3257,2014,1,LmipH (1c),LND,LS3MIP,1,165,1850,2,f19cfee4-c478-11e5-868e-ac72891c3257,165,land-hist-cruNcep,land,hist,cruNcep,none,none,LND,,land-hist-cruNcep,as land-hist with CRU-NCEP forcings,land-hist,none,,"isn't parent ""historical""?",
,Land only simulations,f19d0042-c478-11e5-868e-ac72891c3257,2014,1,LmipH (1c),LND,LS3MIP,1,165,1850,2,f19cfee4-c478-11e5-868e-ac72891c3257,165,land-hist-wfdei,land,hist,wfdei,none,none,LND,,land-hist-wfdei,as land-hist with WFDEI forcings,land-hist,none,,"isn't parent ""historical""?",
,"Additional land use policy sensitivity simulation for high radiative forcing scenario, keep all forcings the same as in C4MIP esmssp5-8.5 scenario except use SSP1-2.6 land use; emission driven",f19d4908-c478-11e5-868e-ac72891c3257,2100,1,Esmssp585wssp126landuse,ESM,LUMIP,1,95,2015,1,f19d47be-c478-11e5-868e-ac72891c3257,95,esm-ssp585-ssp126Lu,esm,ssp585,ssp126Lu,none,none,ESM,CHEM AER,esm-ssp585-ssp126Lu,emissions-driven SSP5-8.5 with SSP1-2.6 land use,esm-hist,none,CMIP,,
,"Same as CMIP6 historical but with land cover held at 1850, no human activity; concentration driven",f19d329c-c478-11e5-868e-ac72891c3257,2014,1,HistNolulcc01,AOGCM,LUMIP,1,165,1850,1,f19d3148-c478-11e5-868e-ac72891c3257,165,hist-noLu,hist,noLu,,none,none,AOGCM,CHEM AER,hist-noLu,historical with no land-use change,piControl,none,CMIP,,
,"Idealized deforestation experiment, 20 million km2 forest removed linearly over a period of 50 years, with an additional 30 years with no specified change in forest cover; all other forcings held constant",f19d2180-c478-11e5-868e-ac72891c3257,1920,1,IdealizedGlobalDeforest,AOGCM,LUMIP,1,70,1850,1,f19d1fbe-c478-11e5-868e-ac72891c3257,70,deforest-globe,deforest,globe,,none,none,AOGCM,CHEM AER,deforest-globe,idealized transient global deforestation,piControl,none,CMIP,,
,Same as land-hist except starting from either 1700 (for models that typically start in 1850) or 1850 (for models that typically start in 1700). ,,,,,LND,LUMIP,,,,1,,,land-hist-altStartYear,land,hist,altStartYear,none,none,LND,,land-hist-altStartYear,historical land-only alternate start year,,,,,
,"Same land model configuration as used in CMIP6 coupled experiments with all applicable land-use features active. Start year either 1850 or 1700 depending on standard practice for particular model. All forcings transient including CO2, N-dep, aerosol dep, etc.  ",,,,,LND,"LS3MIP, LUMIP",,,,1,,,land-hist,land,hist,,none,none,LND,,land-hist,historical land-only,,,,,
,Same as land-hist except with CO2 held constant ,,,,,LND,LUMIP,,,,2,,,land-cCO2,land,cCO2,,none,none,LND,,land-cCO2,historical land-only constant CO2,,,,,
,Same as land-hist except with CO2 held constant ,,,,,LND,LUMIP,,,,2,,,land-cClim,land,cClim,,none,none,LND,,land-cClim,historical land-only constant climate,,,,,
,Same as land-hist except no land-use change,,,,,LND,LUMIP,,,,1,,,land-noLu,land,noLu,,none,none,LND,,land-noLu,historical land-only with no land-use change,,,,,
,Same as land-hist except with crop area utilizing prognostic crop model,,,,,LND,LUMIP,,,,2,,,land-crop-noManage,land,crop,noManage,none,none,LND,,land-crop-noManage,historical land-only with crops but no crop management,,,,,
,"Same as land-hist except with net LUC transitions instead of gross LUC transitions. If gross transitions exceeding net transitions have been applied in 1850, they should be maintained.",,,,,LND,LUMIP,,,,2,,,land-netTrans,land,netTrans,,none,none,LND,,land-netTrans,historical land-only with net land-use transitions,,,,,
,Same as land-hist but with anthropogenic ignition and suppression held to 1850 levels,,,,,LND,LUMIP,,,,2,,,land-noFire,land,noFire,,none,none,LND,,land-noFire,historical land-only with no human fire management,,,,,
,Same as land-hist but with wood harvest maintained at 1850 amounts/areas,,,,,LND,LUMIP,,,,2,,,land-noWoodHarv,land,noWoodHarv,,none,none,LND,,land-noWoodHarv,historical land-only with no wood harvest,,,,,
,"Same as land-hist but with grazing and other management on pastureland held at 1850 levels/distribution, i.e. all new pastureland is treated as unmanaged grassland (as in land-crop-grass).",,,,,LND,LUMIP,,,,2,,,land-noPasture,land,noPasture,,none,none,LND,,land-noPasture,historical land-only with constant pastureland,,,,,
,Same as land-hist but with all new crop and pastureland treated as unmanaged grassland ,,,,,LND,LUMIP,,,,2,,,land-crop-grass,land,crop,grass,none,none,LND,,land-crop-grass,historical land-only with cropland as natural grassland,,,,,
,Same as land-hist but with irrigated area held at 1850 levels,,,,,LND,LUMIP,,,,2,,,land-crop-noIrrig,land,crop,noIrrig,none,none,LND,,land-crop-noIrrig,historical land-only with no irrigation ,,,,,
,Same as land-hist but with fertilization rates and area held at 1850 levels/distribution,,,,,LND,LUMIP,,,,2,,,land-crop-noFert,land,crop,noFert,none,none,LND,,land-crop-noFert,historical land-only with no fertilizer,,,,,
,"Additional land use policy sensitivity simulation for low radiative forcing scenario, keep all forcings the same as ScenarioMIP SSP1-2.6 (afforestation scenario), but replace land use from SSP3-7 (afforestation) scenario; concentration-driven",f19d3e68-c478-11e5-868e-ac72891c3257,2100,1,Ssp126wssp37landuse,AOGCM,LUMIP,1,95,2015,1,f19d44a8-c478-11e5-868e-ac72891c3257,95,ssp126-ssp370Lu,ssp126,ssp370Lu,,none,none,AOGCM,CHEM AER,ssp126-ssp370Lu,SSP1-2.6 with SSP3-7.0 land use,historical,none,CMIP,,
,"Additional land use policy sensitivity simulation for high radiative forcing scenario, keep all forcings the same as ScenarioMIP SSP3-7 (deforestation scenario), but replace land use from SSP1-2.6 (afforestation) scenario; concentration-driven",f19d3e68-c478-11e5-868e-ac72891c3257,2100,1,Ssp37wssp126landuse,AOGCM,LUMIP,1,95,2015,1,f19d3d1e-c478-11e5-868e-ac72891c3257,95,ssp370-ssp126Lu,ssp370,ssp126Lu,,none,none,AOGCM,CHEM AER,ssp370-ssp126Lu,SSP3-7.0 with SSP1-2.6 land use,historical,none,CMIP,,
,Global ocean - sea-ice coupled experiment forced with the Coordinated Ocean - ice Reference Experiments inter-annually varying atmopsheric data sets for the 1948-2009 period. The 62-year forcing period is repeated for no less than 5 cycles.,f19d4d68-c478-11e5-868e-ac72891c3257,310,1,OmipA,OGCM,OMIP,1,310,1,1,f19d4c1e-c478-11e5-868e-ac72891c3257,310,omip-core2,omip,core2,,none,none,OGCM,,,OMIP experiment forced by CORE-2 atmospheric data set and initialized with observed physical and biogeochemical ocean data,,,,,
,Same as the OMIP experiment except that it is not initialized with observed climatologies; rather it is initialized with results from at least a 1000-year spin up of the coupled physical-biogeochemical models. Also it includes radiocarbon to evaluate deep-ocean circulation.,f19d52c2-c478-11e5-868e-ac72891c3257,310,1,OmpiB,OGCM,OMIP,1,311,1,2,f19d516e-c478-11e5-868e-ac72891c3257,311,omip-core2-spunup,omip,core2,spunup,none,none,OGCM,,,OMIP experiment forced by CORE-2 atmospheric data set and initialized from at least a 2000-year spin up of the coupled physical-biogeochemical model,,,,,
,Global ocean - sea-ice coupled experiment forced with the Coordinated Ocean - ice Reference Experiments inter-annually varying atmopsheric data sets for the 1948-2009 period. The 62-year forcing period is repeated for no less than 5 cycles.,f19d4d68-c478-11e5-868e-ac72891c3257,310,1,OmipA,OGCM,OMIP,1,310,1,3,f19d4c1e-c478-11e5-868e-ac72891c3257,310,omip-jra55,omip,jra55,,none,none,OGCM,,,OMIP experiment forced by JRA-55 atmospheric data set and initialized with observed physical and biogeochemical ocean data,,,,,
,Same as the OMIP experiment except that it is not initialized with observed climatologies; rather it is initialized with results from at least a 1000-year spin up of the coupled physical-biogeochemical models. Also it includes radiocarbon to evaluate deep-ocean circulation.,f19d52c2-c478-11e5-868e-ac72891c3257,310,1,OmpiB,OGCM,OMIP,1,311,1,3,f19d516e-c478-11e5-868e-ac72891c3257,311,omip-jra55-spunup,omip,jra55,spunup,none,none,OGCM,,,OMIP experiment forced by JRA-55 atmospheric data set and initialized from at least a 2000-year spin up of the coupled physical-biogeochemical model,,,,,
,"main forcings : ice-sheet; trace gases, orbital parameters dust (forcing, or feedback if dust cycle represented in model)",f19d641a-c478-11e5-868e-ac72891c3257,as long as possible to have >= 100 stabilised years (I.e 500 to 1000 years for the simulation),1,lgm,AOGCM,PMIP,1,100,from PI or pre-existing LGM,1,f19d62bc-c478-11e5-868e-ac72891c3257,100,lgm,lgm,,,none,none,AOGCM,CHEM AER,,,???,,,,
,"main forcings : orbital parameters, ice-sheet, trace gases",f19d7414-c478-11e5-868e-ac72891c3257,as long as possible to have >= 100 stabilised years (I.e 500 ),1,LIG,AOGCM,PMIP,1,100,from PI or pre-existing LIG,1,f19d72ca-c478-11e5-868e-ac72891c3257,100,lig127k,lig127k,,,none,none,AOGCM,CHEM AER,,,???,,,,
,"main forcings : trace gases, orbital parameters, dust",f19d682a-c478-11e5-868e-ac72891c3257,about 300 to 1000 for interannual variability,1,midHolocene,AOGCM,PMIP,1,200,from PI or pre-existing midHolocene,1,f19d66d6-c478-11e5-868e-ac72891c3257,200,midHolocene,midHolocene,,,none,none,AOGCM,CHEM AER,,,???,,,,
,"main forcings : trace gases, volcanoes, solar variability, land use",f19d6c26-c478-11e5-868e-ac72891c3257,1850,1,past1000,AOGCM,PMIP,1,1000,850,1,f19d6adc-c478-11e5-868e-ac72891c3257,1000,past1000,past1000,,,none,none,AOGCM,CHEM AER,,,???,,,,
,"main forcings : trace gases, orography, ice-sheet",f19d7022-c478-11e5-868e-ac72891c3257,as long as possible to have >= 100 stabilised years (I.e 500 ),1,PlioExp,AOGCM,PMIP,1,100,from PI or pre-existing PlioExp,1,f19d6ece-c478-11e5-868e-ac72891c3257,100,midPliocene-eoi400,midPliocene,eoi400,,none,none,AOGCM,CHEM AER,,,???,,,,
,30-year atmosphere only integration using preindustrial conditions. Interactive vegetation,f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-PI-Cntrl,AGCM,"RFMIP, AerChemMIP",1,30,1,1,f19d85f8-c478-11e5-868e-ac72891c3257,30,piClim-control,piClim,control,,none,none,AGCM,CHEM AER,RFMIP-ERF-PI-Cntrl,,,,,AerChemMIP also wants this done.,
,As in RFMIP-ERF-PI-Cntrl but with 4xCO2,f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-4xCO2,AGCM,RFMIP,1,30,1,1,f19d8a4e-c478-11e5-868e-ac72891c3257,30,piClim-4xCO2,piClim,4xCO2,,none,none,AGCM,CHEM AER,RFMIP-ERF-4xCO2,,,,,,
,As in RFMIP-ERF-PI-Cntrl but with with present-day aerosols and ozone,f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-AerO3,AGCM,RFMIP,1,30,1,1,f19d9430-c478-11e5-868e-ac72891c3257,30,piClim-aerO3,piClim,aerO3,,none,none,AGCM,CHEM AER,RFMIP-ERF-AerO3,,,,,,
,As in RFMIP-ERF-AER but with present-day changes scaled by 0.1,f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-AerO3x01,AGCM,RFMIP,1,30,1,2,f19d9a48-c478-11e5-868e-ac72891c3257,30,piClim-aerO3x0p1,piClim,aerO3x0p1,,none,none,AGCM,CHEM AER,RFMIP-ERF-AerO3x01,,,,,,
,As in RFMIP-ERF-AER but with present-day changes scaled by 2,f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-AerO3x2,AGCM,RFMIP,1,30,1,2,f19d9d4a-c478-11e5-868e-ac72891c3257,30,piClim-aerO3x2,piClim,aerO3x2,,none,none,AGCM,CHEM AER,RFMIP-ERF-AerO3x2,,,,,,
,"As in RFMIP-ERF-PI-Cntrl but with present-day anthropogenic forcing (greenhouse gases, aerosols and land-use)",f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-Anthro,AGCM,RFMIP,1,30,1,1,f19d8d5a-c478-11e5-868e-ac72891c3257,30,piClim-anthro,piClim,anthro,,none,none,AGCM,CHEM AER,RFMIP-ERF-Anthro,,,,,,
,As in RFMIP-ERF-PI-Cntrl but with present-day greenhouse gases,f19d874c-c478-11e5-868e-ac72891c3257,30,1,RFMIP-ERF-GHG,AGCM,RFMIP,1,30,1,1,f19d907a-c478-11e5-868e-ac72891c3257,30,piClim-GHG,piClim,GHG,,none,none,AGCM,CHEM AER,RFMIP-ERF-GHG,,,,,,
,Time-varying forcing by aerosols. SST and sea ice fixed at preindustrial control. Interactive vegetation,f19da1a0-c478-11e5-868e-ac72891c3257,2100,3,RFMIP-ERF-HistAer,AGCM,RFMIP,1,753,1850,2,f19da876-c478-11e5-868e-ac72891c3257,251,piClim-histaer03,piClim,histaer03,,none,none,AGCM,CHEM AER,RFMIP-ERF-HistAer,,,,,,
